route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
18-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075817,"Inbound",0,782244,180063
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075818,"Inbound",0,782339,230103
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075819,"Inbound",1,782203,290217
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075820,"Inbound",0,782233,220178
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075821,"Inbound",0,782220,170107
20-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075822,"Inbound",0,782205,200121
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075823,"Inbound",0,782236,190150
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075824,"Inbound",0,782363,230103
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075825,"Inbound",1,782223,290217
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075826,"Inbound",0,782246,220178
26-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075827,"Inbound",0,782346,260082
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075828,"Inbound",0,782237,170107
28-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075829,"West",1,782263,280035
30-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075830,"Outbound",1,782265,300144
18-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075831,"Inbound",0,782227,180063
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075832,"Inbound",0,782373,230103
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075833,"Inbound",1,782221,290217
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075834,"Inbound",0,782202,190149
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075835,"Inbound",0,782211,220178
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075836,"Inbound",0,782219,170107
30-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075837,"Outbound",1,782264,300144
20-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075838,"Inbound",0,782206,200121
26-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075839,"Inbound",0,782349,260082
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075840,"Inbound",0,782207,190150
18-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075841,"Inbound",0,782244,180063
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075842,"Inbound",0,782375,230103
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075843,"Inbound",1,782254,290217
28-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075844,"West",1,782266,280035
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075845,"Inbound",0,782203,220178
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075846,"Inbound",0,782226,170107
30-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075847,"Outbound",1,782262,300144
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075848,"Inbound",0,782378,230103
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075849,"Inbound",1,782209,290217
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075850,"Inbound",0,782223,220178
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075851,"Inbound",0,782205,190149
28-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075852,"West",1,782265,280035
26-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075853,"Inbound",0,782358,260082
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075854,"Inbound",0,782210,170107
35-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075855,"Inbound",0,782258,350009
20-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075856,"Inbound",0,782241,200121
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075857,"Inbound",0,782232,190150
30-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075858,"Outbound",1,782263,300144
18-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075859,"Inbound",0,782227,180063
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075860,"Inbound",0,782354,230103
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075861,"Inbound",1,782224,290217
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075862,"Inbound",0,782221,220178
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075863,"Inbound",0,782228,170107
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075864,"Inbound",1,782242,290222
26-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075865,"Inbound",0,782359,260082
30-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075866,"Outbound",1,782266,300144
18-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075867,"Inbound",0,782244,180063
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075868,"Inbound",0,782361,230103
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075869,"Inbound",0,782254,220178
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075870,"Inbound",0,782204,190149
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075871,"Inbound",1,782219,290222
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075872,"Inbound",0,782253,170107
20-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075873,"Inbound",0,782246,200121
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075874,"Inbound",0,782217,190150
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075875,"Inbound",0,782341,230103
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075876,"Inbound",0,782209,220178
30-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075877,"Outbound",1,782265,300144
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075878,"Inbound",1,782225,290222
26-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075879,"Inbound",0,782373,260082
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075880,"Inbound",0,782237,170107
18-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075881,"Inbound",0,782227,180063
27-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075882,"Inbound",0,782202,270101
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075883,"Inbound",0,782344,230103
16-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075884,"Inbound",0,782215,160170
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075885,"Inbound",0,782225,220178
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075886,"Inbound",0,782222,190149
27-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075887,"Inbound",0,782232,270101
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075888,"Inbound",1,782210,290222
30-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075889,"Outbound",1,782263,300144
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075890,"Inbound",0,782257,170107
20-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075891,"Inbound",0,782238,200121
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075892,"Inbound",0,782216,190150
26-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075893,"Inbound",0,782360,260082
18-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075894,"Inbound",0,782244,180063
16-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075895,"Inbound",0,782211,160170
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075896,"Inbound",0,782361,230103
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075897,"Inbound",0,782210,220178
27-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075898,"Inbound",0,782254,270101
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075899,"Inbound",1,782203,290222
30-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075900,"Outbound",1,782266,300144
16-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075901,"Inbound",0,782213,160170
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075902,"Inbound",0,782341,230103
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075903,"Inbound",0,782234,190149
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075904,"Inbound",0,782203,220178
26-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075905,"Inbound",0,782344,260082
18-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075906,"Inbound",0,782227,180063
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075907,"Inbound",1,782207,290222
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075908,"Inbound",0,782205,170107
30-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075909,"Outbound",1,782265,300144
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075910,"Inbound",0,782258,190150
27-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075911,"Inbound",0,782202,270101
16-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075912,"Inbound",0,782255,160170
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075913,"Inbound",0,782351,230103
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075914,"Inbound",0,782207,220178
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075915,"Inbound",1,782251,290222
26-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075916,"Inbound",0,782355,260082
30-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075917,"Outbound",1,782263,300144
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075918,"Inbound",0,782241,190149
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075919,"Inbound",0,782232,170107
18-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075920,"Inbound",0,782244,180063
16-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075921,"Inbound",0,782257,160170
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075922,"Inbound",0,782339,230103
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075923,"Inbound",0,782251,220178
27-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075924,"Inbound",0,782231,270101
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075925,"Inbound",1,782216,290222
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075926,"Inbound",0,782211,190150
16-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075927,"Inbound",0,782254,160170
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075928,"Inbound",0,782378,230103
30-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075929,"Outbound",1,782266,300144
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075930,"Inbound",0,782216,220178
26-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075931,"Inbound",0,782373,260082
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075932,"Inbound",1,782234,290222
27-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075933,"Inbound",0,782213,270101
16-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075934,"Inbound",0,782221,160170
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075935,"Inbound",0,782377,230103
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075936,"Inbound",0,782238,190149
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075937,"Inbound",0,782234,220178
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075938,"Inbound",0,782203,170107
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075939,"Inbound",1,782204,290222
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075940,"Inbound",0,782207,190150
26-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075941,"Inbound",0,782339,260082
16-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075942,"Inbound",0,782241,160170
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075943,"Inbound",0,782372,230103
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075944,"Inbound",0,782204,220178
27-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075945,"Inbound",0,782251,270101
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075946,"Inbound",1,782210,290222
16-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075947,"Inbound",0,782261,160170
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075948,"Inbound",0,782202,170107
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075949,"Inbound",0,782208,190149
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075950,"Inbound",0,782342,230103
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075951,"Inbound",0,782210,220178
26-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075952,"Inbound",0,782356,260082
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075953,"Inbound",1,782211,290222
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075954,"Inbound",0,782266,190150
27-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075955,"Inbound",0,782254,270101
16-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075956,"Inbound",0,782216,160170
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075957,"Inbound",0,782213,220178
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075958,"Inbound",1,782211,290222
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075959,"Inbound",0,782365,230103
26-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075960,"Inbound",0,782353,260082
16-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075961,"Inbound",0,782222,160170
17-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075962,"Inbound",0,782255,170107
19-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075963,"Inbound",0,782227,190149
22-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075964,"Inbound",0,782211,220178
27-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075965,"Inbound",0,782204,270101
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075966,"Inbound",1,782241,290222
23-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075967,"Inbound",0,782378,230103
27-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075968,"Inbound",0,782254,270101
29-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075969,"Inbound",1,782210,290222
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075970,"Outbound",1,782260,550073
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075974,"Outbound",1,782134,560160
42-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075978,"Outbound",1,782158,420062
50-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075979,"Outbound",1,782132,500088
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075982,"Outbound",1,782267,560160
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075983,"Outbound",1,782248,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075985,"Outbound",1,782133,560160
42-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075986,"Outbound",1,782158,420062
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075987,"Outbound",1,782260,550073
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075990,"Outbound",1,782267,560160
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075991,"Outbound",1,782250,540017
50-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075992,"Outbound",1,782132,500088
87-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075993,"Outbound",1,782259,870001
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075994,"Outbound",1,782133,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075995,"Outbound",1,782260,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075996,"Outbound",1,782248,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075997,"Outbound",1,782134,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075998,"Outbound",1,782138,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4075999,"Outbound",1,782250,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076000,"Outbound",1,782133,560160
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076001,"Outbound",1,782134,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076002,"Outbound",1,782260,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076003,"Outbound",1,782248,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076004,"Outbound",1,782267,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076005,"Outbound",1,782138,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076006,"Outbound",1,782250,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076007,"Outbound",1,782134,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076008,"Outbound",1,782260,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076009,"Outbound",1,782248,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076010,"Outbound",1,782267,560160
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076011,"Outbound",1,782134,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076012,"Outbound",1,782138,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076013,"Outbound",1,782250,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076014,"Outbound",1,782267,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076015,"Outbound",1,782260,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076016,"Outbound",1,782248,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076017,"Outbound",1,782134,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076018,"Outbound",1,782138,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076019,"Outbound",1,782250,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076020,"Outbound",1,782133,560160
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076021,"Outbound",1,782134,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076022,"Outbound",1,782260,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076023,"Outbound",1,782248,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076024,"Outbound",1,782133,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076025,"Outbound",1,782138,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076026,"Outbound",1,782250,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076027,"Outbound",1,782267,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076028,"Outbound",1,782260,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076029,"Outbound",1,782248,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076030,"Outbound",1,782133,560160
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076031,"Outbound",1,782267,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076032,"Outbound",1,782138,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076033,"Outbound",1,782250,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076045,"Outbound",1,782134,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076047,"Outbound",1,782260,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076048,"Outbound",1,782248,540017
50-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076050,"Inbound",0,782148,500087
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076051,"Outbound",1,782267,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076055,"Outbound",1,782138,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076056,"Outbound",1,782250,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076063,"Outbound",1,782134,560160
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076066,"Outbound",1,782148,540013
50-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076068,"Inbound",0,782148,500087
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076069,"Outbound",1,782133,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076070,"Outbound",1,782260,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076071,"Outbound",1,782248,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076072,"Outbound",1,782134,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076073,"Outbound",1,782138,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076074,"Outbound",1,782148,540013
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076075,"Outbound",1,782250,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076076,"Outbound",1,782133,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076077,"Outbound",1,782260,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076078,"Outbound",1,782248,540017
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076079,"Outbound",1,782267,560160
56-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076080,"Outbound",1,782133,560160
55-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076081,"Outbound",1,782138,550070
54-282,TRYON-Weekday-1-BUS-21-06-1111100-,4076082,"Outbound",1,782250,540017
